timestamp,venue,trade_id,trader,venue_account,instrument_type,symbol,side,quantity,price,fee,fee_asset
2026-08-01T06:26:37Z,BYBIT,T00625,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.5,62431.62,8.13292658,USDT
2026-08-01T22:48:03Z,OKX,T00188,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,SELL,750,0.62344,0.18412366,USDT
2026-08-01T01:05:00Z,OKX,T00552,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,SELL,295,155.826,0.01916491,BNB
2026-08-01T14:28:38Z,BINANCE,T00171,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,BUY,30,155.692,1.23851673,USDT
2026-08-01T06:30:13Z,BYBIT,T00349,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,BUY,10,156.485,0.71953071,USDT
2026-08-01T20:27:19Z,BYBIT,T00378,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,BUY,0.125,63237.21,0.00488291,BNB
2026-08-01T02:09:35Z,OKX,T00149,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,BUY,500,0.6219,0.13457728,USDT
2026-08-01T01:27:53Z,BINANCE,T00017,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,SELL,0.5,62203.97,8.38503070,USDT
2026-08-01T04:36:36Z,BINANCE,T00177,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,BUY,30,156.708,0.00236177,BNB
2026-08-01T22:33:08Z,BINANCE,T00052,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,SELL,40,157.388,1.37067746,USDT
2026-08-01T03:57:05Z,BINANCE,T00487,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,1000,0.62104,0.14752596,USDT
2026-08-01T23:56:51Z,BINANCE,T00430,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,BUY,7.5,3131.96,11.61007846,USDT
2026-08-01T19:24:45Z,BINANCE,T00029,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,500,0.62818,0.11135661,USDT
2026-08-01T20:35:03Z,BINANCE,T00158,TRADER_A,TRADER_A_BINANCE,FUTURES,XRPUSDT,SELL,500,0.62469,0.15304474,USDT
2026-08-01T21:20:23Z,BYBIT,T00611,TRADER_B,TRADER_B_BYBIT,FUTURES,SOLUSDT,BUY,10,156.91,0.37641098,USDT
2026-08-01T21:22:50Z,BYBIT,T00561,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.0625,63421.81,1.18169163,USDT
2026-08-01T02:53:16Z,BYBIT,T00442,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,30,156.097,1.91118462,USDT
2026-08-01T01:48:32Z,BINANCE,T00687,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,SELL,0.75,3198.9,0.89626246,USDT
2026-08-01T02:03:25Z,BINANCE,T00361,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,BUY,0.0625,62297.07,1.41820079,USDT
2026-08-01T04:52:11Z,BYBIT,T00083,TRADER_B,TRADER_B_BYBIT,FUTURES,ETHUSDT,BUY,0.5,3196.95,0.00085010,BNB
2026-08-01T15:03:35Z,BINANCE,T00731,TRADER_A,TRADER_A_BINANCE,FUTURES,XRPUSDT,BUY,1500,0.62691,0.00036216,BNB
2026-08-01T05:28:15Z,BYBIT,T00555,TRADER_B,TRADER_B_BYBIT,FUTURES,ETHUSDT,BUY,0.5,3196.53,0.48190820,USDT
2026-08-01T11:29:19Z,BYBIT,T00214,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,250,0.626,0.05189911,USDT
2026-08-01T12:47:09Z,BYBIT,T00365,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,1000,0.6247,0.23510992,USDT
2026-08-01T01:39:57Z,BINANCE,T00330,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,0.75,3195.28,0.87421627,USDT
2026-08-01T06:33:18Z,BYBIT,T00027,TRADER_B,TRADER_B_BYBIT,FUTURES,ETHUSDT,BUY,0.25,3177.8,0.27175241,USDT
2026-08-01T08:03:02Z,BYBIT,T00104,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.0625,62764.77,1.38679326,USDT
2026-08-01T20:26:34Z,BINANCE,T00535,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,BUY,0.75,3133.01,0.49317079,USDT
2026-08-01T21:13:56Z,OKX,T00163,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,BUY,2000,0.62188,0.35996812,USDT
2026-08-01T14:06:31Z,BINANCE,T00672,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,BUY,750,0.62543,0.16363174,USDT
2026-08-01T01:41:10Z,BINANCE,T00298,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,SELL,0.5,3195.63,0.53157989,USDT
2026-08-01T00:41:39Z,OKX,T00488,TRADER_B,TRADER_B_OKX,FUTURES,ETHUSDT,SELL,1.25,3199.74,1.79736158,USDT
2026-08-01T19:07:21Z,BYBIT,T00383,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,5,157.472,0.27797395,USDT
2026-08-01T12:16:55Z,OKX,T00742,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,BUY,30,156.546,1.73940364,USDT
2026-08-01T04:34:37Z,OKX,T00141,TRADER_B,TRADER_B_OKX,FUTURES,ETHUSDT,BUY,0.5,3197.22,0.50221859,USDT
2026-08-01T11:19:29Z,BYBIT,T00493,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,20,155.898,1.24636927,USDT
2026-08-01T12:30:36Z,BINANCE,T00187,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,1500,0.62439,0.42845778,USDT
2026-08-01T00:41:15Z,OKX,T00082,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,SELL,500,0.61938,0.12574480,USDT
2026-08-01T12:55:14Z,BYBIT,T00078,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,BUY,40,156.629,1.52534038,USDT
2026-08-01T22:40:40Z,BYBIT,T00715,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,BUY,0.125,63934.36,0.00460782,BNB
2026-08-01T10:11:09Z,OKX,T00129,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,1500,0.62724,0.36034519,USDT
2026-08-01T19:18:21Z,BINANCE,T00280,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,SELL,0.5,3144.03,0.69213986,USDT
2026-08-01T22:32:31Z,BYBIT,T00537,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,5,157.176,0.26627644,USDT
2026-08-01T04:55:34Z,BINANCE,T00118,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,SELL,0.125,62350.02,2.18357001,USDT
2026-08-01T19:49:19Z,BYBIT,T00512,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,20,156.829,0.90488539,USDT
2026-08-01T10:50:04Z,OKX,T00681,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,SELL,40,156.283,0.00294503,BNB
2026-08-01T23:41:05Z,BYBIT,T00401,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,15,157.384,0.00087444,BNB
2026-08-01T16:31:22Z,BYBIT,T00071,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,BUY,5,157.115,0.36114419,USDT
2026-08-01T08:25:36Z,BYBIT,T00649,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,SELL,750,0.62932,0.23477607,USDT
2026-08-01T14:20:48Z,OKX,T00142,TRADER_B,TRADER_B_OKX,FUTURES,ETHUSDT,BUY,0.25,3166.24,0.24415520,USDT
2026-08-01T08:21:21Z,BINANCE,T00491,TRADER_A,TRADER_A_BINANCE,FUTURES,XRPUSDT,SELL,9250,0.6289,2.21757092,USDT
2026-08-01T04:38:32Z,BINANCE,T00422,TRADER_A,TRADER_A_BINANCE,FUTURES,XRPUSDT,BUY,1500,0.62211,0.40063557,USDT
2026-08-01T14:31:24Z,OKX,T00204,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,500,0.62543,0.14433140,USDT
2026-08-01T21:20:47Z,BINANCE,T00304,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,500,0.62288,0.08137188,USDT
2026-08-01T15:56:16Z,BINANCE,T00498,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,BUY,5,156.558,0.20159253,USDT
2026-08-01T06:32:41Z,OKX,T00374,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,BUY,250,0.62466,0.07330677,USDT
2026-08-01T20:32:17Z,BINANCE,T00384,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,500,0.62511,0.15314975,USDT
2026-08-01T14:33:45Z,BINANCE,T00337,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,BUY,0.0625,62828.26,1.86507683,USDT
2026-08-01T02:44:49Z,BYBIT,T00096,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,30,155.894,0.00175576,BNB
2026-08-01T19:21:10Z,BYBIT,T00431,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,500,0.62841,0.00009297,BNB
2026-08-01T19:21:18Z,OKX,T00462,TRADER_B,TRADER_B_OKX,FUTURES,ETHUSDT,BUY,0.75,3142.72,0.00070372,BNB
2026-08-01T03:49:50Z,BINANCE,T00425,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,BUY,1.4375,62051.74,19.27374603,USDT
2026-08-01T17:15:27Z,BINANCE,T00438,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,250,0.62547,0.06569379,USDT
2026-08-01T05:02:35Z,BINANCE,T00439,TRADER_A,TRADER_A_BINANCE,FUTURES,XRPUSDT,BUY,16750,0.61914,3.45175558,USDT
2026-08-01T22:20:32Z,BINANCE,T00266,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,BUY,65,157.856,0.00434450,BNB
2026-08-01T21:57:04Z,BINANCE,T00098,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,SELL,10,157.014,0.77590376,USDT
2026-08-01T04:11:18Z,OKX,T00121,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,BUY,500,0.62183,0.10235476,USDT
2026-08-01T07:55:59Z,OKX,T00585,TRADER_C,TRADER_C_OKX,FUTURES,BTCUSDT,BUY,2.1875,62540.82,46.04933359,USDT
2026-08-01T22:00:39Z,BINANCE,T00646,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,BUY,1000,0.62319,0.28488676,USDT
2026-08-01T15:20:14Z,OKX,T00571,TRADER_B,TRADER_B_OKX,FUTURES,ETHUSDT,SELL,0.5,3182.43,0.00062994,BNB
2026-08-01T08:15:19Z,BINANCE,T00170,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,0.5,3175.93,0.00060154,BNB
2026-08-01T11:52:16Z,BINANCE,T00157,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,BUY,500,0.62534,0.10023810,USDT
2026-08-01T12:10:16Z,BYBIT,T00709,TRADER_B,TRADER_B_BYBIT,FUTURES,SOLUSDT,BUY,5,156.559,0.17960178,USDT
2026-08-01T01:24:07Z,BYBIT,T00480,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.3125,62062.75,9.13947459,USDT
2026-08-01T03:46:56Z,BYBIT,T00016,TRADER_B,TRADER_B_BYBIT,FUTURES,ETHUSDT,SELL,1.5,3195.37,2.08498154,USDT
2026-08-01T18:55:08Z,BYBIT,T00233,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.375,63186.77,9.17105890,USDT
2026-08-01T20:51:21Z,BYBIT,T00713,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,BUY,0.125,63236.82,2.08011698,USDT
2026-08-01T14:19:35Z,OKX,T00734,TRADER_C,TRADER_C_OKX,FUTURES,BTCUSDT,SELL,0.8125,63040.44,0.01312958,BNB
2026-08-01T14:23:46Z,OKX,T00567,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,SELL,2000,0.62585,0.34903122,USDT
2026-08-01T15:03:35Z,BINANCE,T00731,TRADER_A,TRADER_A_BINANCE,FUTURES,XRPUSDT,BUY,1500,0.62691,0.00036216,BNB
2026-08-01T11:41:55Z,BINANCE,T00227,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,SELL,0.0625,62544.58,0.00133498,BNB
2026-08-01T11:03:40Z,BINANCE,T00201,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,1500,0.62623,0.00030031,BNB
2026-08-01T12:54:24Z,BYBIT,T00269,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,BUY,0.0625,62725.7,0.82348596,USDT
2026-08-01T18:05:17Z,BYBIT,T00338,TRADER_B,TRADER_B_BYBIT,FUTURES,SOLUSDT,BUY,40,157.734,2.76790660,USDT
2026-08-01T08:41:46Z,BYBIT,T00436,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,SELL,1500,0.63049,0.00034451,BNB
2026-08-01T18:31:53Z,BINANCE,T00191,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,BUY,0.375,63190.97,8.06506589,USDT
2026-08-01T08:50:05Z,OKX,T00025,TRADER_C,TRADER_C_OKX,FUTURES,BTCUSDT,BUY,0.1875,62587.89,3.83984119,USDT
2026-08-01T23:13:21Z,BINANCE,T00316,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,250,0.62128,0.06961327,USDT
2026-08-01T17:51:02Z,OKX,T00534,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,2000,0.62411,0.55453094,USDT
2026-08-01T19:06:57Z,OKX,T00237,TRADER_B,TRADER_B_OKX,FUTURES,ETHUSDT,SELL,2,3144.21,2.53776362,USDT
2026-08-01T00:49:03Z,BINANCE,T00184,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,0.5,3196.94,0.63315328,USDT
2026-08-01T14:53:31Z,OKX,T00268,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,BUY,250,0.62537,0.03544802,USDT
2026-08-01T04:30:16Z,BYBIT,T00525,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,SELL,1000,0.62149,0.22663340,USDT
2026-08-01T00:51:56Z,BINANCE,T00144,TRADER_A,TRADER_A_BINANCE,FUTURES,BTCUSDT,SELL,0.9375,62244.73,12.32542395,USDT
2026-08-01T07:42:34Z,BYBIT,T00217,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.4375,62604.14,10.90840565,USDT
2026-08-01T09:55:33Z,BYBIT,T00418,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.0625,62739.67,1.35510991,USDT
2026-08-01T21:35:56Z,BYBIT,T00581,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.5,63598.08,9.24347532,USDT
2026-08-01T11:44:55Z,OKX,T00577,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,SELL,5,156.074,0.23208650,USDT
2026-08-01T22:15:38Z,BYBIT,T00499,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,750,0.62309,0.17258222,USDT
2026-08-01T16:39:06Z,BINANCE,T00293,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,0.5,3165.82,0.54551075,USDT
2026-08-01T08:13:30Z,BINANCE,T00743,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,BUY,3.25,3177.67,4.28087869,USDT
2026-08-01T02:52:00Z,BINANCE,T00541,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,SELL,145,156.167,0.00713281,BNB
2026-08-01T09:41:22Z,BYBIT,T00215,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,2500,0.62617,0.46415966,USDT
2026-08-01T14:32:36Z,BINANCE,T00079,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,BUY,2,3171.41,2.52769017,USDT
2026-08-01T05:15:29Z,BINANCE,T00473,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,2000,0.62049,0.42453297,USDT
2026-08-01T04:42:06Z,BINANCE,T00251,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,BUY,750,0.62224,0.15191030,USDT
2026-08-01T06:23:08Z,OKX,T00460,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,1000,0.62335,0.20743666,USDT
2026-08-01T15:37:44Z,BINANCE,T00286,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,0.5,3169.08,0.52299454,USDT
2026-08-01T20:21:11Z,OKX,T00115,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,2000,0.62564,0.00035920,BNB
2026-08-01T17:24:10Z,BINANCE,T00592,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,SELL,25,156.98,1.08920379,USDT
2026-08-01T20:04:15Z,BINANCE,T00437,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,SELL,250,0.62552,0.07235164,USDT
2026-08-01T10:05:03Z,BYBIT,T00628,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,750,0.62848,0.23380294,USDT
2026-08-01T07:03:25Z,BYBIT,T00054,TRADER_B,TRADER_B_BYBIT,FUTURES,ETHUSDT,SELL,0.25,3175.57,0.31715540,USDT
2026-08-01T08:30:59Z,BYBIT,T00229,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,SELL,0.0625,62495.83,0.00243135,BNB
2026-08-01T15:51:20Z,BYBIT,T00508,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,BUY,0.375,63063.05,10.53455406,USDT
2026-08-01T11:29:15Z,OKX,T00732,TRADER_C,TRADER_C_OKX,FUTURES,BTCUSDT,SELL,0.3125,62564.88,0.00666054,BNB
2026-08-01T10:59:26Z,BINANCE,T00086,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,BUY,0.25,3187.93,0.17089176,USDT
2026-08-01T17:40:12Z,BYBIT,T00706,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,BUY,25,157.481,1.36701020,USDT
2026-08-01T07:27:24Z,OKX,T00155,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,SELL,30,156.515,1.21834846,USDT
2026-08-01T11:37:35Z,BYBIT,T00311,TRADER_B,TRADER_B_BYBIT,FUTURES,SOLUSDT,SELL,10,156.146,0.67398636,USDT
2026-08-01T18:59:07Z,BYBIT,T00467,TRADER_B,TRADER_B_BYBIT,FUTURES,SOLUSDT,SELL,40,157.556,1.50618661,USDT
2026-08-01T05:25:22Z,BYBIT,T00472,TRADER_B,TRADER_B_BYBIT,FUTURES,SOLUSDT,SELL,10,156.45,0.38091683,USDT
2026-08-01T22:07:44Z,OKX,T00347,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,BUY,500,0.62407,0.07470115,USDT
2026-08-01T18:04:10Z,BYBIT,T00302,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,1500,0.6246,0.40548298,USDT
2026-08-01T10:48:43Z,OKX,T00701,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,BUY,2000,0.62539,0.36361054,USDT
2026-08-01T21:19:17Z,OKX,T00587,TRADER_C,TRADER_C_OKX,FUTURES,BTCUSDT,SELL,0.125,63467.73,2.45579278,USDT
2026-08-01T19:55:24Z,BINANCE,T00676,TRADER_D,TRADER_D_BINANCE,FUTURES,XRPUSDT,BUY,250,0.62694,0.07262636,USDT
2026-08-01T01:45:45Z,BYBIT,T00629,TRADER_A,TRADER_A_BYBIT,FUTURES,BTCUSDT,BUY,2.0625,62396.91,47.03026994,USDT
2026-08-01T20:13:19Z,BINANCE,T00127,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,BUY,0.75,3131.99,0.74439667,USDT
2026-08-01T11:29:00Z,BYBIT,T00747,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,10,155.816,0.42208536,USDT
2026-08-01T19:33:05Z,BINANCE,T00644,TRADER_A,TRADER_A_BINANCE,FUTURES,XRPUSDT,SELL,1250,0.62792,0.18953539,USDT
2026-08-01T23:25:04Z,OKX,T00343,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,250,0.62165,0.05357647,USDT
2026-08-01T23:28:29Z,BYBIT,T00390,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,750,0.62172,0.00022707,BNB
2026-08-01T17:15:57Z,BINANCE,T00637,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,SELL,1,3161.33,1.35356058,USDT
2026-08-01T14:57:36Z,OKX,T00648,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,SELL,10,155.966,0.56057943,USDT
2026-08-01T07:24:36Z,BYBIT,T00576,TRADER_B,TRADER_B_BYBIT,FUTURES,ETHUSDT,SELL,1,3175.09,0.80358344,USDT
2026-08-01T04:04:52Z,BYBIT,T00575,TRADER_D,TRADER_D_BYBIT,FUTURES,XRPUSDT,BUY,500,0.62111,0.00014742,BNB
2026-08-01T14:28:02Z,OKX,T00712,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,BUY,3500,0.62523,0.65835913,USDT
2026-08-01T21:09:26Z,BINANCE,T00520,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,BUY,15,156.741,0.00084389,BNB
2026-08-01T14:07:45Z,OKX,T00024,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,SELL,25,155.545,1.57094582,USDT
2026-08-01T17:26:37Z,BYBIT,T00455,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,SELL,25,156.872,0.87112527,USDT
2026-08-01T01:23:52Z,OKX,T00117,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,BUY,20000,0.62255,5.69813135,USDT
2026-08-01T21:27:54Z,BINANCE,T00224,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,1.25,3135.66,1.04319201,USDT
2026-08-01T09:28:42Z,OKX,T00334,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,BUY,30,155.451,0.00288479,BNB
2026-08-01T07:27:48Z,BINANCE,T00435,TRADER_C,TRADER_C_BINANCE,FUTURES,SOLUSDT,BUY,10,156.285,0.58671302,USDT
2026-08-01T14:51:19Z,BINANCE,T00274,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,BUY,0.75,3171.19,0.94311610,USDT
2026-08-01T02:40:07Z,BYBIT,T00507,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,BUY,5,155.995,0.24057525,USDT
2026-08-01T21:25:28Z,OKX,T00261,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,SELL,130,156.77,4.86977334,USDT
2026-08-01T18:45:49Z,OKX,T00599,TRADER_C,TRADER_C_OKX,FUTURES,SOLUSDT,BUY,135,157.368,10.21526607,USDT
2026-08-01T02:06:07Z,BYBIT,T00689,TRADER_B,TRADER_B_BYBIT,FUTURES,SOLUSDT,SELL,20,155.863,0.00120059,BNB
2026-08-01T10:42:21Z,OKX,T00218,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,500,0.62585,0.14829785,USDT
2026-08-01T23:35:49Z,BINANCE,T00353,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,BUY,0.25,3134.89,0.36671686,USDT
2026-08-01T07:41:03Z,BINANCE,T00682,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,0.75,3179.59,0.78714675,USDT
2026-08-01T00:49:23Z,OKX,T00466,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,SELL,500,0.62001,0.09930038,USDT
2026-08-01T13:25:42Z,OKX,T00257,TRADER_B,TRADER_B_OKX,FUTURES,XRPUSDT,BUY,250,0.6221,0.04418121,USDT
2026-08-01T21:11:44Z,OKX,T00322,TRADER_C,TRADER_C_OKX,FUTURES,XRPUSDT,SELL,250,0.622,0.06494451,USDT
2026-08-01T21:37:30Z,BINANCE,T00123,TRADER_A,TRADER_A_BINANCE,FUTURES,ETHUSDT,SELL,0.25,3119.95,0.31257489,USDT
2026-08-01T15:59:07Z,BINANCE,T00308,TRADER_D,TRADER_D_BINANCE,FUTURES,ETHUSDT,BUY,0.5,3167.97,0.00095068,BNB
2026-08-01T10:10:16Z,BYBIT,T00209,TRADER_A,TRADER_A_BYBIT,FUTURES,SOLUSDT,BUY,25,156.045,0.00222001,BNB
